#taille		duree
1		3.15
2		1.51
4		0.71
8		0.39
16		0.17
32		0.09
64		0.05
128		0.03
256		0.02
512		0.01
1024		0.01
2048		0.01
4096		0.01
8192		0.01
16384		0.01
32768		0.01
65536		0.01
131072		0.00
262144		0.02
524288		0.00
1048576		0.01
2097152		0.01
4194304		0.01
